Entity_Name	Entity_type	Gene_Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode_of_pathogenicity	EnsemblId_GRch37	EnsemblId_GRch38	HGNC	Position_Chromosome	Position_GRCh37_Start	Position_GRCh37_End	Position_GRCh38_Start	Position_GRCh38_End	STR_Repeated_Sequence	STR_Normal_Repeats	STR_Pathogenic_Repeats	Region_Haploinsufficiency_Score	Region_Triplosensitivity_Score	Region_Required_Overlap_Percentage	Region_Variant_Type	Region_Verbose_Name
SLC25A20	gene	SLC25A20	Expert Review Green;Victorian Clinical Genetics Services	Fatty Acid Oxidation Defects		Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Carnitine-acylcarnitine translocase deficiency, MIM# 212138			Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943	15363639;15365988;24088670		False	3	100;0;0	1.14	True		ENSG00000178537	ENSG00000178537	HGNC:1421													
SLC52A2	gene	SLC52A2	Expert list;Expert Review Green	Fatty Acid Oxidation Defects		Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	"Brown-Vialetto-Van Laere syndrome 2, MIM#	614707"			Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943			False	3	100;0;0	1.14	True		ENSG00000185803	ENSG00000185803	HGNC:30224													
SLC52A3	gene	SLC52A3	Expert list;Expert Review Green	Fatty Acid Oxidation Defects		Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	"Brown-Vialetto-Van Laere syndrome 1, MIM#	211530"			Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943			False	3	100;0;0	1.14	True		ENSG00000101276	ENSG00000101276	HGNC:16187													
TAZ	gene	TAZ	Expert Review Green;Victorian Clinical Genetics Services	Fatty Acid Oxidation Defects		Metabolic disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Barth syndrome, MIM# 302060			Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943			False	3	100;0;0	1.14	True		ENSG00000102125	ENSG00000102125	HGNC:11577													
ACADS	gene	ACADS	Expert Review Amber;Victorian Clinical Genetics Services	Fatty Acid Oxidation Defects		Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Acyl-CoA dehydrogenase, short-chain, deficiency of, MIM# 201470;MONDO:0008722			Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943			False	2	0;100;0	1.14	True		ENSG00000122971	ENSG00000122971	HGNC:90													
ACADL	gene	ACADL	Expert Review Red;Victorian Clinical Genetics Services	Fatty Acid Oxidation Defects		Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Pulmonary surfactant dysfunction			Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943	24591516;31399326		False	1	0;0;100	1.14	True		ENSG00000115361	ENSG00000115361	HGNC:88													
ACSL5	gene	ACSL5	Expert Review Red;Literature	Fatty Acid Oxidation Defects		Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	"Diarrhoea 13, MIM# 	620357"			Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943	PMID: 33191500		False	1	0;0;100	1.14	True		ENSG00000197142	ENSG00000197142	HGNC:16526													
PPARG	gene	PPARG	Expert Review Red;Victorian Clinical Genetics Services	Fatty Acid Oxidation Defects		Metabolic disorders	Unknown				Abnormal circulating fatty acid concentration;HP:0004359; Rhabdomyolysis;HP:0003201; Hypoglycaemia;HP:0001943			False	1	0;0;100	1.14	True		ENSG00000132170	ENSG00000132170	HGNC:9236													
AARS	gene	AARS	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Developmental and epileptic encephalopathy 29, OMIM:616339;Developmental and epileptic encephalopathy, 29, MONDO:0014593				28493438;25817015		False	3	100;0;0	1.173	True		ENSG00000090861	ENSG00000090861	HGNC:20													
ABCA12	gene	ABCA12	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Ichthyosis, congenital, autosomal recessive 4B (harlequin), MIM# 242500						False	3	100;0;0	1.173	True		ENSG00000144452	ENSG00000144452	HGNC:14637													
ABCC6	gene	ABCC6	Expert Review Green;Expert Review Red;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Arterial calcification, generalized, of infancy, 2, MIM# 614473						False	3	100;0;0	1.173	True		ENSG00000091262	ENSG00000091262	HGNC:57													
ABCC9	gene	ABCC9	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypertrichotic osteochondrodysplasia, MIM# 239850						False	3	100;0;0	1.173	True		ENSG00000069431	ENSG00000069431	HGNC:60													
ABHD16A	gene	ABHD16A	Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 86, autosomal recessive, MIM# 619735						False	3	100;0;0	1.173	True		ENSG00000204427	ENSG00000204427	HGNC:13921													
ABL1	gene	ABL1	Expert Review Green;Genomics England PanelApp;Literature	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Congenital heart defects and skeletal malformations syndrome, MONDO:0060532;Congenital heart defects and skeletal malformations, OMIM:617602				33461977;28288113		False	3	100;0;0	1.173	True		ENSG00000097007	ENSG00000097007	HGNC:76													
ACAD9	gene	ACAD9	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 20, MIM# 611126				26475292		False	3	100;0;0	1.173	True		ENSG00000177646	ENSG00000177646	HGNC:21497													
ACADVL	gene	ACADVL	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	VLCAD deficiency, MIM# 201475						False	3	100;0;0	1.173	True		ENSG00000072778	ENSG00000072778	HGNC:92													
ACAN	gene	ACAN	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Spondyloepimetaphyseal dysplasia, aggrecan type, OMIM# 612813;Short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans, OMIM# 165800				24762113;27870580;19110214;30124491;28331218;20137779		False	3	100;0;0	1.173	True		ENSG00000157766	ENSG00000157766	HGNC:319													
ACE	gene	ACE	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Renal tubular dysgenesis, MIM# 267430				30058238;16116425;22095942		False	3	100;0;0	1.173	True		ENSG00000159640	ENSG00000159640	HGNC:2707													
ACOX1	gene	ACOX1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Peroxisomal acyl-CoA oxidase deficiency, MIM# 264470						False	3	100;0;0	1.173	True		ENSG00000161533	ENSG00000161533	HGNC:119													
ACP5	gene	ACP5	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Spondyloenchondrodysplasia with immune dysregulation, OMIM# 607944				26854080;26951490;21217755;26789720;2363422;21217752		False	3	100;0;0	1.173	True		ENSG00000102575	ENSG00000102575	HGNC:124													
ACSL4	gene	ACSL4	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked 63 , MIM#300387				12525535		False	3	100;0;0	1.173	True		ENSG00000068366	ENSG00000068366	HGNC:3571													
ACTA1	gene	ACTA1	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Myopathy, actin, congenital, with excess of thin myofilaments, MIM#161800;Nemaline myopathy 3, MIM#161800;Myopathy, actin, congenital, with cores, MIM#161800				30266093		False	3	100;0;0	1.173	True		ENSG00000143632	ENSG00000143632	HGNC:129													
ACTA2	gene	ACTA2	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Multisystemic smooth muscle dysfunction syndrome - MIM# 613834				20734336;29300374		False	3	100;0;0	1.173	True		ENSG00000107796	ENSG00000107796	HGNC:130													
ACTB	gene	ACTB	Expert list;Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Baraitser-Winter syndrome 1, MIM#243310						False	3	100;0;0	1.173	True		ENSG00000075624	ENSG00000075624	HGNC:132													
ACTC1	gene	ACTC1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Atrial septal defect 5, MIM# 612794;Cardiomyopathy, hypertrophic, 11 MIM# 612098				24461919;31430208;17947298		False	3	100;0;0	1.173	True		ENSG00000159251	ENSG00000159251	HGNC:143													
ACTG1	gene	ACTG1	Expert list;Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Baraitser-Winter syndrome 2, MIM#614583						False	3	100;0;0	1.173	True		ENSG00000184009	ENSG00000184009	HGNC:144													
ACTG2	gene	ACTG2	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Megacystis-microcolon-intestinal hypoperistalsis syndrome 5, MIM# 619431				31070878;25998219;30712878		False	3	100;0;0	1.173	True	Other	ENSG00000163017	ENSG00000163017	HGNC:145													
ACVR1	gene	ACVR1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Fibrodysplasia ossificans progressiva, MIM# 135100;Congenital heart disease				16642017;29089047		False	3	100;0;0	1.173	True		ENSG00000115170	ENSG00000115170	HGNC:171													
ACVRL1	gene	ACVRL1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Telangiectasia, hereditary hemorrhagic, type 2, MIM# 600376				32170914;26126400;21988128		False	3	100;0;0	1.173	True		ENSG00000139567	ENSG00000139567	HGNC:175													
ACY1	gene	ACY1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Aminoacylase 1 deficiency, MIM# 609924						False	3	100;0;0	1.173	True		ENSG00000243989	ENSG00000243989	HGNC:177													
ADAMTS10	gene	ADAMTS10	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Weill-Marchesani syndrome 1, recessive, MIM#277600				18567016		False	3	100;0;0	1.173	True		ENSG00000142303	ENSG00000142303	HGNC:13201													
ADAMTS15	gene	ADAMTS15	Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, distal, type 12, MIM# 620545				35962790		False	3	100;0;0	1.173	True		ENSG00000166106	ENSG00000166106	HGNC:16305													
ADAMTS17	gene	ADAMTS17	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Weill-Marchesani 4 syndrome, recessive, MIM# 613195				19836009;22486325;30712880;24940034		False	3	100;0;0	1.173	True		ENSG00000140470	ENSG00000140470	HGNC:17109													
ADAMTS19	gene	ADAMTS19	Expert list;Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Cardiac valvular dysplasia 2, MIM# 620067				32323311;31844321		False	3	100;0;0	1.173	True		ENSG00000145808	ENSG00000145808	HGNC:17111													
ADAMTS3	gene	ADAMTS3	Expert list;Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Hennekam lymphangiectasia-lymphoedema syndrome 3, OMIM:618154;Hennekam lymphangiectasia-lymphoedema syndrome 3, MONDO:0032564				30450763;28985353		False	3	100;0;0	1.173	True		ENSG00000156140	ENSG00000156140	HGNC:219													
ADAMTSL2	gene	ADAMTSL2	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Geleophysic dysplasia 1, MIM#231050				21415077		False	3	100;0;0	1.173	True		ENSG00000197859	ENSG00000197859	HGNC:14631													
ADCY6	gene	ADCY6	Expert list;Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Lethal congenital contracture syndrome 8, MIM#616287;MONDO:0014570				24319099;26257172;31846058;33820833		False	3	100;0;0	1.173	True		ENSG00000174233	ENSG00000174233	HGNC:237													
ADD1	gene	ADD1	Expert Review;Expert Review Green	Fetal anomalies			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Neurodevelopmental disorder MONDO:0700092, ADD1-related				34906466		False	3	100;0;0	1.173	True		ENSG00000087274	ENSG00000087274	HGNC:243													
ADGRG1	gene	ADGRG1	Australian Genomics Health Alliance Brain Malformations Flagship;Expert Review Green;Genomics England PanelApp;Victorian Clinical Genetics Services	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Polymicrogyria, bilateral frontoparietal, MIM#606854				16240336		False	3	100;0;0	1.173	True		ENSG00000205336	ENSG00000205336	HGNC:4512													
ADGRG6	gene	ADGRG6	Expert Review Green;Genomics England PanelApp;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Lethal congenital contracture syndrome 9, OMIM #616503				30549416;26004201		False	3	67;0;33	1.173	True		ENSG00000112414	ENSG00000112414	HGNC:13841													
ADNP	gene	ADNP	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Helsmoortel-van der Aa syndrome MIM#615873;MONDO:0014379				24531329;25057125;25533962;29724491;29911927		False	3	100;0;0	1.173	True		ENSG00000101126	ENSG00000101126	HGNC:15766													
ADSL	gene	ADSL	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Adenylosuccinase deficiency, MIM# 103050				1302001;22180458;18524658;27626380		False	3	100;0;0	1.173	True		ENSG00000239900	ENSG00000239900	HGNC:291													
AFF3	gene	AFF3	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	KINSSHIP syndrome, MIM# 619297				31388108;33961779		False	3	100;0;0	1.173	True		ENSG00000144218	ENSG00000144218	HGNC:6473													
AFF4	gene	AFF4	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	CHOPS syndrome, MIM#616368;MONDO:0014609				25730767;33248856;31630891;31058441		False	3	100;0;0	1.173	True	Other	ENSG00000072364	ENSG00000072364	HGNC:17869													
AGK	gene	AGK	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Sengers syndrome, MIM#212350						False	3	100;0;0	1.173	True		ENSG00000006530	ENSG00000006530	HGNC:21869													
AGPS	gene	AGPS	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Rhizomelic chondrodysplasia punctata, type 3, MIM#600121						False	3	100;0;0	1.173	True		ENSG00000018510	ENSG00000018510	HGNC:327													
AGT	gene	AGT	Expert Review;Expert Review Green	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Renal tubular dysgenesis, MIM# 267430				16116425;34234805;33163725		False	3	100;0;0	1.173	True		ENSG00000135744	ENSG00000135744	HGNC:333													
AGTR1	gene	AGTR1	Expert Review;Expert Review Green	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Renal tubular dysgenesis, MIM# 267430				16116425		False	3	100;0;0	1.173	True		ENSG00000144891	ENSG00000144891	HGNC:336													
AHDC1	gene	AHDC1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Xia-Gibbs syndrome, MIM# 615829;AHDC1-related intellectual disability, obstructive sleep apnoea, mild dysmorphism syndrome MONDO:0014358				24791903;27148574;30152016		False	3	100;0;0	1.173	True		ENSG00000126705	ENSG00000126705	HGNC:25230													
AHI1	gene	AHI1	Expert list;Expert Review Green;Genomics England PanelApp;Victorian Clinical Genetics Services	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 3, MIM# 608629				15322546;15467982;16453322;29146704		False	3	67;33;0	1.173	True		ENSG00000135541	ENSG00000135541	HGNC:21575													
AIMP1	gene	AIMP1	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 3, MIM# 260600				26173967;21092922;24958424;33402283;32531460;30486714;30477741		False	3	100;0;0	1.173	True		ENSG00000164022	ENSG00000164022	HGNC:10648													
AKT1	gene	AKT1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cowden syndrome 6, MIM#615109;Proteus syndrome, somatic, MIM# 176920				33030203;23246288;21793738		False	3	100;0;0	1.173	True	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000142208	ENSG00000142208	HGNC:391													
AKT2	gene	AKT2	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Hypoinsulinemic hypoglycemia and body hemihypertrophy, MONDO:0009416;Hypoinsulinemic hypoglycemia with hemihypertrophy, OMIM:240900				24285683;21979934;28502730		False	3	100;0;0	1.173	True	Other	ENSG00000105221	ENSG00000105221	HGNC:392													
AKT3	gene	AKT3	Expert list;Expert Review Green;Expert Review Red;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2 (MIM#615937)				28969385		False	3	50;0;50	1.173	True	Other	ENSG00000117020	ENSG00000117020	HGNC:393													
ALB	gene	ALB	Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Analbuminemia, MIM#616000				23730173;15300429;31057599		False	3	100;0;0	1.173	True		ENSG00000163631	ENSG00000163631	HGNC:399													
ALDH18A1	gene	ALDH18A1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Cutis laxa, autosomal dominant 3, MIM# 616603;Cutis laxa, autosomal recessive, type IIIA, MIM# 219150				30071989;26320891;24913064;18478038;21739576;22411858;28228640		False	3	100;0;0	1.173	True		ENSG00000059573	ENSG00000059573	HGNC:9722													
ALDH1A2	gene	ALDH1A2	Expert list;Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Diaphragmatic hernia 4, with cardiovascular defects, MIM# 620025				33565183;19886994;10192400		False	3	100;0;0	1.173	True		ENSG00000128918	ENSG00000128918	HGNC:15472													
ALDH1A3	gene	ALDH1A3	Expert Review Green;Genomics England PanelApp;Victorian Clinical Genetics Services	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Microphthalmia, isolated 8, MIM# 615113				23312594;23591992;30200890;28890889;26873617;24777706		False	3	100;0;0	1.173	True		ENSG00000184254	ENSG00000184254	HGNC:409													
ALG1	gene	ALG1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Ik, MIM# 608540				26931382		False	3	100;0;0	1.173	True		ENSG00000033011	ENSG00000033011	HGNC:18294													
ALG12	gene	ALG12	Expert Review Green;Genomics England PanelApp;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Ig, MIM# 607143				31481313;33461977		False	3	100;0;0	1.173	True		ENSG00000182858	ENSG00000182858	HGNC:19358													
ALG14	gene	ALG14	Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Myasthenic syndrome, congenital, 15, without tubular aggregates 616227;Myopathy, epilepsy, and progressive cerebral atrophy, MIM# 619036				23404334;28733338;30221345;23404334;28733338		False	3	100;0;0	1.173	True		ENSG00000172339	ENSG00000172339	HGNC:28287													
ALG3	gene	ALG3	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Id, MIM# 601110				16006436		False	3	100;0;0	1.173	True		ENSG00000214160	ENSG00000214160	HGNC:23056													
ALG6	gene	ALG6	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Ic (MIM#603147)				10914684;27498540		False	3	100;0;0	1.173	True		ENSG00000088035	ENSG00000088035	HGNC:23157													
ALG8	gene	ALG8	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Ih, MIM# 608104				26066342		False	3	100;0;0	1.173	True		ENSG00000159063	ENSG00000159063	HGNC:23161													
ALG9	gene	ALG9	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Il, MIM#608776;Gillessen-Kaesbach-Nishimura syndrome, MIM# 263210				25966638;28932688;26453364;31420886		False	3	100;0;0	1.173	True		ENSG00000086848	ENSG00000086848	HGNC:15672													
ALMS1	gene	ALMS1	Expert Review Green;Genomics England PanelApp;Victorian Clinical Genetics Services	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Alstrom syndrome, MIM# 203800						False	3	100;0;0	1.173	True		ENSG00000116127	ENSG00000116127	HGNC:428													
ALPK3	gene	ALPK3	Expert list;Expert Review Amber;Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Cardiomyopathy, familial hypertrophic 27 - #618052				PMID 26846950.		False	3	50;50;0	1.173	True		ENSG00000136383	ENSG00000136383	HGNC:17574													
ALPL	gene	ALPL	Expert Review Green;Genomics England PanelApp;Melbourne Genomics Health Alliance Perinatal Autopsy Flagship;Victorian Clinical Genetics Services	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Hypophosphatasia, infantile MIM# 241500				19500388;23688511		False	3	100;0;0	1.173	True		ENSG00000162551	ENSG00000162551	HGNC:438													
ALX1	gene	ALX1	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Frontonasal dysplasia 3, MIM#613456				27324866;20451171;23059813		False	3	100;0;0	1.173	True		ENSG00000180318	ENSG00000180318	HGNC:1494													
ALX3	gene	ALX3	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Frontonasal dysplasia 1, MIM#136760				19409524		False	3	100;0;0	1.173	True		ENSG00000156150	ENSG00000156150	HGNC:449													
ALX4	gene	ALX4	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Frontonasal dysplasia 2, MIM# 613451;Parietal foramina 2, MIM#	609597"				19409524		False	3	100;0;0	1.173	True		ENSG00000052850	ENSG00000052850	HGNC:450													
AMBRA1	gene	AMBRA1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neural tube defects				32333458;17589504		False	3	100;0;0	1.173	True		ENSG00000110497	ENSG00000110497	HGNC:25990													
AMER1	gene	AMER1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Osteopathia striata with cranial sclerosis, MIM# 300373				28425981;20209645;19079258		False	3	100;0;0	1.173	True		ENSG00000184675	ENSG00000184675	HGNC:26837													
AMPD2	gene	AMPD2	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia, type 9, MIM#615809				23911318;27066553		False	3	100;0;0	1.173	True		ENSG00000116337	ENSG00000116337	HGNC:469													
AMT	gene	AMT	Expert Review Green;Genomics England PanelApp	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Glycine encephalopathy, MIM# 605899				8188235;11592811		False	3	100;0;0	1.173	True		ENSG00000145020	ENSG00000145020	HGNC:473													
ANAPC1	gene	ANAPC1	Expert Review Green;Genomics England PanelApp;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Rothmund-Thomson syndrome, type 1, MIM# 618625				31303264		False	3	100;0;0	1.173	True		ENSG00000153107	ENSG00000153107	HGNC:19988													
ANGPT2	gene	ANGPT2	Expert Review Green;Literature	Fetal anomalies			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Hydrops fetalis, MONDO:0015193;Lymphatic malformation-10, MIM#619369				34876502;32908006		False	3	100;0;0	1.173	True		ENSG00000091879	ENSG00000091879	HGNC:485													
ANKH	gene	ANKH	Expert Review Green;Genetic Health Queensland;Genomics England PanelApp	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Craniometaphyseal dysplasia, MIM#123000				11326272;20358596		False	3	100;0;0	1.173	True		ENSG00000154122	ENSG00000154122	HGNC:15492													
ANKLE2	gene	ANKLE2	Expert Review Green;Literature	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Microcephaly 16, primary, autosomal recessive, MIM# 616681				25259927;30214071;31735666		False	3	100;0;0	1.173	True		ENSG00000176915	ENSG00000176915	HGNC:29101													
ANKRD11	gene	ANKRD11	Expert Review Green;Genomics England PanelApp;Literature	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	KBG syndrome, MIM# 148050				21782149;33461977		False	3	100;0;0	1.173	True		ENSG00000167522	ENSG00000167522	HGNC:21316													
ANKRD17	gene	ANKRD17	Expert Review Green;Literature	Fetal anomalies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Chopra-Amiel-Gordon syndrome - MIM#619504;multiple congenital malformations				33909992		False	3	100;0;0	1.173	True		ENSG00000132466	ENSG00000132466	HGNC:23575													
ANKS6	gene	ANKS6	Expert Review Green;Genomics England PanelApp;KidGen_CilioNephronop v38.1.0	Fetal anomalies			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 16, MIM# 615382;MONDO:0014158				23793029;31678577;31635528;26039630;24610927		False	3	100;0;0	1.173	True		ENSG00000165138	ENSG00000165138	HGNC:26724													
ANOS1	gene	ANOS1	Expert Review Green;Genomics England PanelApp	Fetal anomalies			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1), MIM# 308700				1594017;8504298;8989261		False	3	100;0;0	1.173	True		ENSG00000011201	ENSG00000011201	HGNC:6211													
